text,label,lang
الحظ ماله خوي والحزن ماله ضمير<>و إن قلت يا هونها ما هوب يا هونها.,0,ar
" #ديما_الواطية معلومة قربة لله حرف  بيعني 1000 .
رجعي طلّعي بالأرقام هلأ وخبريني عن شعورك!",1,ar
النكرة تمثل التونسيات مؤمنات عفيفات الفئة المنحطة النساء تمثلنا النساء المستهترات الاتي حياء لديهن يفهمن دين يهمهم العراء الانحطاط الاخلاقي لعنة,0,ar
@User.IDX @User.IDX ان شالله قلبها يوقف . مستواها منحط . ,1,ar
" وحده بلا اخلاق اكيد ما عندك بي لهيك ما بتعرفي تحترمي بي الكل.
 من الاخر انتي ماما واحد بابا كتير",1,ar
فعلاً لا يناسب الا زماننا، في زمان على فيه صوت الرويبضة، لكن عندما تحين الساعة سيعود كل الى حجمه ولو كا…,0,ar
شوفو وجه شمس الدين صفار خضار نشفلوا ريقو لطفي,0,ar
 :  يا جماعة. يا جامع يا رقيب ,0,ar
        واحد يسأل لبنانية ايش اسمك. قالت (يارا ياسين ) <>وانته شو اسمك <>قال. يا حاء. يا جيم<>😂😂😂😂😂😂😂😂<>🏃🏃🏃🏃🏃🏃🏃🏃<>من الامراض التي ليس لها علا,0,ar
@User.IDX @User.IDX كل الخونة والمتآمرين سيواجهون الإعدام بإذن الله اللعب على أوتار المرأة والحقوق لايجدي هناك مائات النساء طالبن بالقيادة والحقوق وهن اليوم يتبوأن مراتب عليا بالدولة لأنهن لم يخن ولم يتآمرن ,1,ar
 بتحكي اد فهماتك وانت ما بتفهمي  اسكتي احسن,1,ar
 وانت مال أمك ومال طرابلس،، خليك في السيسي امتاعك يا عرص،، وهي ناقصة أشكالك يعني،، اخ تفوه على وجهك يا عبد الدرهم يا عبد الدينار ياللي بلا كرامة،، يا منافق يا متلون يا خرتيت،، شدو همكم وبلاكم علينا،، ألا لعنة الله عليك حسبنا الله فيك ونعم الوكيل,1,ar
 : يا بنعيش احرار يا بنموت رجال ✌🏽🇸🇩<>#اعتصامات_القيادة_العامة,0,ar
وهو معكم أينمَا كُنتم يا طمأنينة القلب ، يا صدق اليقين .,0,ar
يا ديفيد يا لويز يا خول,1,ar
مستغرب شعب يسمع تفاهة شانو لى الدرجة الشعب تافه قالت شانو نبكي تونس زكمونة سامي الفهري نقطة استفهام تونس الايام,0,ar
@User.IDX ليخرج فئران حماس من جحورهم و يواجهوا اليهود ان كانوا رجال بدل من ارسالهم القطيع للماهرات على حدود اليهود ,1,ar
للاسف يا عزيزي نزار زكا لايملك المال وإلا كان تحرك جبران باسيل كما فعل بخصوص كارلوس غصن,0,ar
 : يا ولاد الأحابي يا ولاد الأحابي يا بهايم<>امم افريقيا و بتتنظم في مصر و عاملين العرض فرقة اكروبات من النمسا يا شوية بهايم,1,ar
 اي و الله انشالله بيقبرك ... �,1,ar
تعالى يحكم أنزل فأولئك الظالمون صدق العظيم,0,ar
يارب في وقت السحر أدعوك يا قدر يا مقتدر إن تأخذ لي حقي من كل ظالم ظلمني اللهم انتقم من كل ظالم ظلمني اللهم ابتليهم بكل شيئ في حياتهم بصحتهم وأعمارهم اللهم احشره يوم القيامه اعمه ... اللهم آمين,0,ar
 تسلمي يا دودو يا رب وميحرمنيش منك ابدا 🌹🌹😍,0,ar
كأنك ابنه عم دافع عنه بيخلق من شبه اربعون,0,ar
 😲😲😲😲😲😲😲😲😲😲😲 يا مصيبتي يا مصيبتي علي الفضايح ده باسيل ده طلع مافيا مش فاسد يخرب بيته,1,ar
6226  غريب كيف مخليين وحدة متل هيدي عم تعمل فتن,0,ar
باينة ماكياج البونية مستوية والالوانمتناسقةياولا احوال,0,ar
في وجودك ليه انا اكمل كلامي اعشقك من الفرح لين العنا .. اشبهك في كل شي الا الاسامي يا انا يا انت يا انت انا ♥️♥️🎻,0,ar
ضب زعرانك حسون لقدهرمت زت حالك ف شيئ نفق ياكزااااااااب,1,ar
"जो चांदनी चौक के दुर्गा मंदिर में हुआ उसका 1% भी दिल्ली की किसी मस्जिद में या आसपास हो जाता तो अबतक प्लेकार्ड गैंग,खान मार्केट गैंग और तथाकथित बुद्धजीवी गैंग रंडी रोना रो रो कर असहिष्णुता का नंगा नाचकर अंतरराष्ट्रीय मंच पर हिन्दुओ को प्रताड़ित कर रहे होते पर अभी सब चुप हैं क्यों?",1,hi
अरे कमीने तू पागल हो गया है तेरे सपनो तुझे डराने आ रही क्या कँगना जी,1,hi
"अखबार के मुताबिक, AnkhiDas ने के कर्मचारियों के लिए बने ग्रुप पर अपनी पोस्ट में लिखा था- हमने उनके सोशल मीडिया कैंपेन के लिए अलख जगाई और बाकी अब सब इतिहास के पन्नों में दर्ज है. 30 साल की जमीनी मेहनत से भारत से सरकार पोषित समाजवाद खत्म.",0,hi
"मुझे याद है स्व राजीव गांधी प्रधानमंत्री होने के नाते 1986 में जो शिक्षा नीति लेकर आए थे वह एकदम ढकोसला था। उसके पहले 1968 में शिक्षा नीति आई थी, इनमें कोई परिवर्तन नहीं था लेकिन आदरणीय श्री जी जो शिक्षा नीति लाए हैं वो भारत की आने वाले समय में तस्वीर बदल देगा।",0,hi
बॉलीवुड में हो सकता है अनुराग जैसे और भी गंदे व कमीनी लोग हो इन लोगों की भी जांच हो और बॉलीवुड में से ऐसी गंदी गटर साफ हो अरे शर्म करो बॉलीवुड क्या-क्या करते हैं बॉलीवुड में धिक्कार है ऐसे लोगों पर ArrestAnuragkashyap,1,hi
"होम आइसोलेशन में रहने वाले लोग थर्मामीटर तथा पल्स ऑक्सीमीटर साथ रखें। यदि किसी को खांसी या बुखार आये अथवा सांस फूले तो तत्काल हेल्पलाइन नं. 18001805145 अथवा पर सम्पर्क करे: ACS, चिकित्सा एवं स्वास्थ्य, श्री अमित मोहन प्रसाद जी",0,hi
"RT यदि आप जातिवादी सोच से ग्रसित हैं तो आप राष्ट्रवादी हो ही नहीं सकते, हिन्दूराष्ट्र-निर्माण की सबसे बड़ी रूकावट जातिवाद है..",1,hi
गुरु एकता ने बहुत कम समय में किन्नर समाज में अपना ऐसा रुतबा कायम कर लिया था कि समाज के लोग उन्हें अपना सुपर गुरु मानने लगे थे,0,hi
जीडीपी खाने से पेट नहीं भरा क्या टिक्की से ज्यादा चटपटी थी जीडीपी हमारी पूरा चट कर गये 😡,1,hi
मुस्लिम पढ़ -लिखकर सरकारी नौकरी में जाएं तो बीजेपी समर्थित सुदर्शन TV साजिश बता रहा है। न पढ़े या मदरसा में पढ़ें तो कहें कि आतंकवादी तैयार हो रहे हैं। आखिर मुस्लिम क्या करें?,0,hi
"कंपोजीशन डीलरों के लिए GST रिटर्न भरने की लास्ट डेट बढ़ी, जानिए कब तक via GST Tax",0,hi
"अंतरिक्ष राज्य मंत्री डॉ. जितेन्द्र सिंह ने कहा है कि चंद्रयान-3 का प्रक्षेपण 2021 की शुरुआत में किया जा सकता है। चंद्रयान-3 भी चंद्रयान-2 की तरह ही होगा, उसमें लैंडर और रोवर शामिल होंगे लेकिन आर्बिटर नहीं होगा। फाइल फोटो",0,hi
गणित की मुश्किलों को आसान बनाने वाले प्रयागराज के इस टीचर को मिलेगा राज्य शिक्षक पुरस्कार,0,hi
"कंगना को Y कैटेगरी की सुरक्षा: मुंबई पहुंचने से पहले ही कंगना के दफ्तर पर बीएमसी ने छापा मारा, महाराष्ट्र के मंत्री ने उन्हें भाजपा का पोपट कहा KanganaRanaut Mumbai",0,hi
"दिग्विजय सिंह ने फिर उठाया EVM का मुद्दा, कहा- ...तो 2024 में होगा आखिरी चुनाव digvijaysingh EVM ballotpaper",0,hi
"लॉकडाउन के ऐलान के बाद से ही बंद हैं मुंबई के फेरीवालों की दुकान, BMC की ओर से की जा रही है लॉकडाउन के किराए की मांग",0,hi
"हमने नए एप मौसम, दामिनी और रेन अलार्म लॉन्च किए: मौसम विभाग",0,hi
लोक तंत्र की बात तुम ना करो तो ही ठीक है लोकतंत्र का उल्लघंन राज्यसभा में बैठे तुम्हारे मित्र गड़ ने ही उड़ा दी साला माइक उखाड़ दिया कॉपी फाड़ रहे हो नशा मत किया करो इतना जो खुद की फटजाये,1,hi
"दिल्लीः परीक्षा देकर निकले अर्चित ने बताया, सोशल डिस्टैंसिंग का ध्यान रखा गया। उन्होंने कहा, 'ऐडमिट कार्ड रिलीज होने के बाद पता चल गया था परीक्षा नहीं टलेगी' JEEMain (रिपोर्ट, अनूप पांडेय)",0,hi
जो खुद फकीर बन के आए थे । एक दिन देश को फकीर बना के जायँगे। विकास गायब है,1,hi
"चीन में उइगर मुसलमानों पर कितना अत्याचार हो रहा है, दुनियाँ और भारत के किसी भी मुसलमानों से नहीं छिपा हुआ है । लेकिन मैंने आजतक हिंदुस्तान के किसी भी मुस्लिम भाइयों को चीनी दूतावास के सामने उइगर मुसलमानों पर हो रहे अत्याचार के खिलाफ प्रदर्शन करते हुए नहीं देखा ।",1,hi
SSC-रेलवे की परीक्षा और परिणामों को लेकर ट्विटर पर छात्रों का ‘दंगल’: सोशल,0,hi
"कश्मीर, कैराना, मेरठ हिन्दुओ ऐसे ही पलायन करते रहो , तुम्हारी जात ही शुतुरमुर्गो कि है , क्योंकि मिट्टी खाने की आदत जो लग गई है तुम्हे ।",1,hi
"संविधान के अनुच्छेद 370 एवं 35A को निरस्त करने के ऐतिहासिक निर्णय एवं उपलब्धि के लिए आदरणीय पीएम श्री नरेन्द्र मोदी जी, आदरणीय गृहमंत्री श्री अमित शाह जी एवं इस फैसले का समर्थन करने वाले सभी संसद सदस्यों को कोटि-कोटि धन्यवाद- भाजपा अध्यक्ष श्री OneYearOfNoArticle370",0,hi
PKVideo: अध्यापिका बनी शैतान: मासूम को क्लास में मारे दो मिनट में 40 थप्पड़ Lucknow UP Teacher Student . .,0,hi
"बिहार सरकार ने जिसे राजधानी पटना में जलजमाव का बताया था जिम्मेवार, उसने मीडिया में आकर खोल दिए सभी राज की रिपोर्ट",0,hi
ये है मोदी जी जिन्होंने देश की विकास को चाय मे डालकर बेच डाले l इनके सरकार में माफिया का राज़ है। बचा लो देश ये सरकार घोखा है l,1,hi
मुस्लमान हर साल बकरा ईद में जानवर की क़ुरबानी करता हैं और हज करने वाला भी और हिन्दू धर्म में लछमन हिरन का शिकार करने गए थे वो भी मासाहारी थे दोनों धर्मों के अनुसार मास खाना धार्मिक पुस्तक में लिखा है,1,hi
मैंने उसे समझाया कि जो ज्यादा बकवास करे तेरे साथ उसे सीधे ब्लॉक मारो... कमीनी ने OK कहकर मुझे ही ब्लॉक मार दिया..!!😵😭😭,1,hi
बस क्विज खेलें और इनामी राशि जीतने का मौका पाएं =====&gt; CLICK HERE 👇,0,hi
पतंग के साथ हवा में उड़ती बच्ची का वीडियो सोशल मीडिया पर वायरल हो रहा है.,0,hi
अनलॉक 4 में किस तरह की सावधानी बरतनी है ? IndiaFightsCorona | COVID19 | |,0,hi
"Poco X3 NFC स्मार्टफोन 7 सितंबर को होगा लॉन्च, ये होंगी खासियतें",0,hi
"Lakhimpur पूर्व विधायक निर्वेन्द्र मुन्ना की हत्या का मामला, मुन्ना के घर लोगों का आना-जाना शुरू हुआ, पूरे गांव को पुलिस ने छावनी में तब्दील किया, कई थानों की फोर्स को गांव में की गई तैनात, संपूर्णानगर के त्रिकोलिया का मामला। policemedianews",0,hi
एक मुसलमान अपनी पत्नी तलाक़ देकर भी छोड़ दें तो तीन साल की सज़ा एक हिन्दू अपनी पत्नी को बिन तलाक़ दिए ही छोड़ दें तो प्रधानमंत्री भी बन सकता है.. ये कैसा इंसाफ है..।। इंसाफ़ के लिए RT करे..,1,hi
"सुप्रभात, ये स्वयं को एकदम गुरुकुल से निकला जनेऊधारी बता रहा है?जैसे एक बड़े नेता हैं?पर ऐसा आरोप कोई महिला स्वयं पर झूठा नहीं लगा सकती?ऊपर से ये पायल को चुप रहने व देख लेने की धमकियां देता है ठोको साले को?",1,hi
"""मतदान तो देशहित मे ही करूंगा"" 🇮🇳 इतना सुनते ही कांग्रेसी समझ जाते है कि 👇 ""ये वोट अपना नही है'😄😂",1,hi
12विपक्षी पार्टी बिल को लेकर राष्ट्रपति से मिलने जा रहे हैं सिग्नेचर ना करने के लिए रामनाथ कोविंद की क्या हैसियत जो बिल पर साइन न करें रामनाथ गोविंद रबर स्टैंप से ज्यादा कुछ नहीं फालतू के टाइम खराब कर रहे हैं विपक्षी पार्टी वाले भारत बंद करो अंबानी अडानी के कुत्ते को सबक सिखाओ,1,hi
"डीआरडीओ की बड़ी कामयाबी, अब मिसाइलों में ये बड़ा बदलाव कर सकेगा भारत DRDO",0,hi
कश्मीर में मैं 10 साल रही हूं आप मुझे रहने की बात मत समझाइए,1,hi
कमीनी औरत ये लेहरू नहीं है।ये चीन को और तेरे जैसे कमीनी को जहां से निकलीं है वहीं....,1,hi
"कंगना कमीनी जहां जहां तेरा छज्जा और चबूतरा हद से बाहर निकलेगा, BMC तोड़ेगी ज़रूर.....🤣🤣🤣",1,hi
हिंदूओं ❗.. तुम्हारी बहन - बेटियां जिम में बहुत मेहनत कर रही है और उन्हें सिखाने ने अफजल तो 👉 बहुत - बहुत मेहनत कर रहा है 😠😡😡.. आगे की कहानी सावधान इंडिया में अवश्य देखना तुम्हारा सर गर्व से ऊंचा हो जाएगा 👇😠😡,1,hi
राजस्थान हाईकोर्ट ने स्कूल फीस को लेकर सोमवार को अहम फैसला सुनाया है. HindiNews,0,hi
UAE के मैदान पर इन शानदार बल्लेबाज़ों की जानदार बल्लेबाज़ी ने दिखाया है कमाल iIPL,0,hi
मूल स्वभाव न छूटे कुक्कुर टांग उठाय के मू⛔ते,1,hi
"कुतिया अंबेडकर का नाम मत ले नही ऐसा घुसेड़ेंगे की दोबारा पंगा नही लेगी , सोच समझ के बोल हराम की जनी",1,hi
"सुनिए क्या कहना है उस मेडिसिन स्टोर के मालिक का जहाँ से सुशांत ने खरीदी थी दवाइयां, देखिये की ये रिपोर्ट. ATVideo SushantSinghRajputCase SubahSubah",0,hi
"RT एक टाइम योगी जी का हेलीकॉप्टर नहीं उतरने दिया था आजम खान ने, आज पूरे परिवार का हेलीकॉप्टर बना रखा है.😂😂",1,hi
"जहां एक और सरकार को जातिगत रूप से बदनाम किया जा रहा वही योगी सरकार ने अल्पसंख्यक वर्ग के करीब 12000 जोड़ें दलितों के 32,000 अनुसूचित जाति जनजाति के करीब 50,000 जोड़ें सामान्य वर्ग के करीब 45 से जुड़े शामिल किए सामूहिक विवाह में",1,hi
तू निहायत कमीना इंसान है,1,hi
"पश्चिम बंगाल में फिर हुई भाजपा कार्यकर्ता की हत्या, पार्टी ने हत्या का आरोप TMC पर लगाया WestBengal",0,hi
कोयला मंत्रालय ने कोयला गैसीकरण और द्रवीकरण पर वेबिनार आयोजित किया इस अवसर पर केंद्रीय मंत्री ने कहा भारत ने 2030 तक 100 मीट्रिक टन कोयला गैसीकरण का लक्ष्य निर्धारित किया है विवरण :,0,hi
"बिहार के वरिष्ठ IAS आर के महाजन होंगे BPSC के नए अध्यक्ष, विभाग ने जारी की अधिसूचना की रिपोर्ट",0,hi
न्यूज़ चैनल के नाम पर कब तक चलेगा 'थियेटर'? IndiaWithSushant पर ट्वीट कर दें अपनी राय Watch LIVE -,0,hi
अबे साले पिल्ला किसको कह रहा है अभी तू गधे अबे गधे की औलाद साले सुधर जा साले बिल्ला बिल्ली कहना छोड़ दिए थे साला तुम लोगों की वजह से ही तो जैसे समाज पीछे आ जाए,1,hi
रंडी के इस्लामी जिहादी सूअर गटर की ओलाद भोसड़ी के चावडी बाजार दिल्ही में हरामी कोम मुल्लो ने मंदिर को तोड़ दिया इस पर कुछ बोलो,1,hi
भक्तों का जीजा कमीना कश्यप,1,hi
"सलमान खान के BIGG BOSS 2020 में नजर आएंगे ये सितारे, सोशल मीडिया पर तेज हुई चर्चा BiggBoss14 BiggBoss2020",0,hi
"अभिनेत्री जायरा ने 'इस्लाम में अभिनय हराम' बता फिल्में छोड़ीं। तो क्या मीना, मधुबाला सायरा, शबाना, सलमान, शाहरुख , अमीर, आदि हरामी हैं ? जस्ट पूछ रही हु",1,hi
"प्रधानमंत्री नरेन्‍द्र मोदी ने कहा कि शिक्षा नीति और शिक्षा प्रणाली, देश की आकांक्षाओं को पूरा करने के लिए महत्‍वपूर्ण माध्‍यम। NationalEducationPolicy NEP2020",0,hi
"चेन्नई सुपरकिंग्स के लिए बड़े दिन बाद कोई पॉज़िटिव ख़बर आई है. खिलाड़ियों और सपोर्ट स्टाफ का कोविड टेस्ट हुआ था, जिसमें सबकी रिपोर्ट नेगेटिव आई है.",0,hi
एमटी न्यू डायमंड पर लगी आग पर पाया गया काबू: INS सह्याद्री,0,hi
जनपद अलीगढ़ में माननीय विधायक के साथ हुई घटना के संबंध में को प्रभावी कार्यवाही करने के निर्देश दिए गए हैं। संबंधित थानाध्यक्ष को निलंबित कर दिया गया है। ASP (ग्रामीण) का स्थानांतरण किया जा रहा है। IG अलीगढ़ को इस संबंध में कल तक आख्या उपलब्ध कराने के निर्देश दिए गए हैं।,0,hi
लो एक की राख ठंडी नहीं हुई दूसरी की जल गई बाराबंकी में 8 साल की बच्ची से रेप हिंदुओं और बनों सैकुलर मादरचोदों,1,hi
नाचने वाली नाचेगी तबलची की फटी है पता नही क्यों,1,hi
विकास गायब है और अमित शाह का पेट बढ़ता ही जा रहा है।,1,hi
नीच कहने पर मणिशंकर को निष्कासित कर दिया गया था बापू के हत्यारे GODSE को देशभक्त कहने पर क्या प्रज्ञा भी निष्कासित होंगी ?,1,hi
"संसद के मानसून सत्र में नहीं होगा प्रश्नकाल, सभी को करना होगा COVID-19 प्रोटोकॉल का पालन CoronavirusOutbreak",0,hi
"कोरोना देश में: दुनिया में एक हफ्ते में 17.77 लाख मरीज बढ़े, इनमें से 29% संक्रमित भारत से; देश में अब तक 37.66 लाख मामले CoronaUpdatesOnBhaskar COVID19",0,hi
"बच्चों के टीकाकरण में भारी गिरावट, डॉक्टरों ने चेताया - COVID-19 से भी ज्यादा घातक, अगर...",0,hi
देखिए अहम ख़बरें - ▪️ पूर्व राष्ट्रपति प्रणब मुखर्जी को दी गई अंतिम विदाई ▪️ पूर्व राष्ट्रपति प्रणब मुखर्जी को श्रद्धांजलि ▪️ विश्व के नेताओं ने प्रणब दा को किया याद ▪️ जेईई मेन्स की परीक्षा शुरू ▪️ कोविड-19: स्वस्थ होने की दर करीब 77% ➡️,0,hi
कुछ भी कर लो बाड़े से सूअर ही निकलेंगे।जो कौम अपने जन्मदाता का ही गला काटकर गद्दी पर बैठती है उससे देश भक्ति की उम्मीद करना बेमानी है।,1,hi
"कंगना रनौत के ऑफिस पहुंचे बीएमसी कर्मचारी, अभिनेत्री ने कहा- 'मेरा सपना टूटने का वक्त आ गया है' KanganaRanaut BMC Mumbai",0,hi
सुशांत के मामले चुप कंगना के मामले चुप संतो को पालघर में मरने पर चुप राम मन्दिर के मामले चुप ड्रग्स के मामले अचानक बोल परी डायन कुतीया हरामखोर 😠 आतंकवादी बुढ़िया माफ करना औरतो को इज्जत देता हूँ जो औरत को इज्जत नहीं दी उसको क्या दु SSB परिवार WeWantJustice4Palghar,1,hi
बिहार: कांग्रेस ने किया साफ- महागठबंधन में जो ज्यादा सीट जीतेगा उसी पार्टी का होगा मुख्यमंत्री ABPBihar,0,hi
"418 रुपये बढ़ा सोने का भाव, चांदी 2246 रुपये हुई महंगी goldprice goldrate silver gold silverprice",0,hi
"दिन की अहम ख़बरें- MidDayHeadlines - पीएम : राष्ट्रीय शिक्षा नीति, देश की नीति - पोषण माह 2020 की आज से हुई शुरुआत - देश के कई शहरों में मेट्रो सेवा बहाल - कोविड-19 : भारत में रिकवरी रेट बढ़कर 77.31%",0,hi
राष्ट्रीय खेल दिवस की हार्दिक शुभकामनाएं💐,0,hi
"बिहार: भारत का एकमात्र ऐसा किला जो जमीन पर नहीं, बल्कि जमीन के नीचे है, यहां पढ़ें अकल्पनीय जानकारी रंजन सिंह राजपूत की रिपोर्ट",0,hi
"अबे सुअर के बीज, इसमे कोई हलाला की पैदाइस ही होगा, बजरंगी बजरंगी होते, जाहिल नीच गिरे जिहादी नही।",1,hi
"सोने में गिरावट का दौर जारी, खरीदारी का सुनहरा मौका via",0,hi
कर्नाटक का चिकबलपुर आरोप है कि यहां एक किसान ने अपनी तीन महीने की बेटी को एक लाख रुपये में बेच दिया. उन रुपयों से उसने एक बाइक और मोबाइल फोन खरीद लिया. पड़ोसियों की शिकायत के बाद महिला और बाल कल्याण विभाग के अधिकारियों ने कार्रवाई की.,0,hi
"रेलवे NEET/JEE परीक्षा देने वाले छात्रों के लिए 2 से 15 सितंबर तक चलाएगी विशेष ट्रेनें, देखें पूरी लिस्ट via",0,hi
"कटुआ, मुल्ला, कठमुल्ले, हरामी की औलाद, सूअर के बच्चे कहने में शर्म आ रही है क्या? यदि किसी हिन्दू ने मस्जिद तोड़ी होती तो, हिन्दू आतंकवाद कहने में कोई शर्म नहीं आती । जय माँ काली जय भवानी",1,hi
दिल्ली में मुसलमानों को दलित को बेवकूफ बनाकर वोट लूट लिया आर एस एस की कच्छा से निकला मैल! नहीं समझ पाया मुसलमान और दलित,1,hi
"दिल्ली की कई जगहों में सीवर वाला गंदा पानी आ रहा है, केजरीवाल जनता को बताएँ कि उन्होंने इस पर क्या क़दम उठाया- श्री",1,hi
RT इस देश में 3 महीने की बच्चियों से लेकर 90 साल की बुज़ुर्ग महिलाओं का हर रोज़ बलात्कार होता रहेगा! मोदी सरकार हमारे टै…,1,hi
ReportForSSR | क्या महाराष्ट्र का संविधान अलग है? : समाजिक कार्यकर्ता ममता काले ने राजनीतिक विश्लेषक संजय गुप्ता से पूछा देखिए 'पूछता है भारत' अर्नब के साथ रिपब्लिक भारत पर LIVE :,0,hi
"उप्र: पीएम रिपोर्ट में खुलासा: हार्टअटैक से हुई थी पूर्व विधायक निर्वेंद्र की मौत; शरीर पर नहीं मिले चोट के निशान, बेटे ने पिटाई कर हत्या का दावा किया था NirvendraMishra",0,hi
"देश में कोरोना संक्रमण का आंकड़ा 42 लाख के पार पहुंचा, नए मामलों के आंकड़े जानकर हैरान हो जाएंगे आप ZeeJankariOnCorona",0,hi
ठाकरे तो बस एक ही था अब तो बस ठीकरों की सरकार है।,1,hi
"साले नीच, तू भारत के संविधान के तहत नौकरी वाले अधिकारियों से जूते साफ करवायेगा? तेरे अब्बू का राज नही है, अगर ये अधिकारी चाहे तो तेरे और तेरे सारे खानदान से जूते साफ ना करवा दी तो कहना, बस एक बार जनता तुझे वोट ना दे के हरा दे, फिर देख कमीने",1,hi
"NDTV से बोले पी. चिदंबरम, 'मानव निर्मित आपदा के लिए भगवान को दोष मत दें'",0,hi
"यादव पहले दूध रोटी खाते थे, अब बंदूक की गोली खाते है?",1,hi
"स्पष्ट रूप से अर्थव्यवस्था को आगे फिसलने से रोकने के लिए, सरकार ने कोल्हापुरी चप्पल बेचने की योजना बनाई है।",1,hi
"जीवनसंवाद: हम संघर्ष करना चाहते हैं, क्योंकि सामने संघर्ष की मिसाल रखना चाहते हैं. नए शहर में इतना कुछ नया होगा कि हमें अपनी जड़ें जमाने में बरसों बीत जाएंगे. हम कर्ज में जरूर हैं, लेकिन हम हारना नहीं चाहते. वह भी बिना लड़े. JeevanSamvad",0,hi
"एक्ट्रेस सारा अली खान. पिछले दिनों उन्होंने अपने घर में गणपति की स्थापना की और पूजा की फोटो सोशल मीडिया पर पोस्ट की. लेकिन लोगों को उनका गणेश पूजा करना रास नहीं आया. वो उन्हें ट्रोल करने लगे, साथ ही साथ इस्लाम का ज्ञान भी बांटने लगे.",0,hi
क्योकि वो जानता है मध्यवर्गी कितने कमीने होते है ..,1,hi
तू शक्ल से ही कमीना लगता है नोटी,1,hi
दिल्ली हाईकोर्ट ने सुदर्शन न्यूज़ चैनल के विवादित शो के प्रसारण पर रोक लगा दी है. जामिया मिल्लिया इस्लामिया के कुछ वर्तमान और पूर्व छात्रों ने इसके ख़िलाफ कोर्ट में याचिका लगाई थी.,0,hi
आईटीसी अपनी तीन सहायक कंपनियों का अपने साथ करेगी विलय via,0,hi
"प्रविडेंट फंड से पैसे निकालने से बचें, 1 लाख निकालने पर 11 लाख का होता है नुकसान via EPFO ProvidentFund",0,hi
ज़ुबानी जंग में Y+ श्रेणी की सुरक्षा मिली अगर मार पीट हो जाती तो राफ़ेल भी मिल सकता था,1,hi
यह देखिए यह आतंकवादी मुंबई में एक रेलवे प्लेटफार्म पर खुलकर पाकिस्तान जिंदाबाद के नारे लगा रहे हैं और आतंकी जिहादी अबू आजमी जो मुंबई बम ब्लास्ट में भी पकड़ा गया था लेकिन जिहादी कांग्रेस के कारण है बचकर साफ निकल गया आखिर इन आतंकियों को हिंदुस्तान में कब तक बर्दाश्त किया जाएगा,1,hi
"साफ-सफाई, स्वच्छता, सैनिटाइजेशन तथा मास्क के प्रयोग से कोविड-19 बीमारी के साथ-साथ अन्य बीमारियों पर भी नियंत्रण है।डायरिया तथा डिसेन्टरी के क्षेत्रों में इस वर्ष बहुत कमी आई है: ACS, चिकित्सा एवं स्वास्थ्य, श्री अमित मोहन प्रसाद जी",0,hi
"अनलॉक-4 के दिशानिर्देश जारी; फिलहाल स्कूल-कॉलेज रहेंगे बंद, 7 सितंबर से चलेगी मेट्रो",0,hi
"मुंबई, विख्रोली: केरल के कोझिकोड एयरपोर्ट में प्लेन की क्रैश लैंडिंग के दौरान जान गंवाने वाले कैप्टन दीपक वसंत साठे को टैगोर नगर श्मशान घाट में राजकीय सम्मान दिया गया। KozhikodePlaneCrash",0,hi
"आप सब को बता दूँ मेरी पुत्री ""सुश्री जीडीपी"" अब मेरे कंट्रोल में नहीं है!! ""विकास के पिताजी"" की और से जनहित में जारी!!! मेरी पुत्री पर बात ना करे पड़ोसी बालक PUBG को मार भगाया है हम ने देशहित में!!!!",1,hi
"दिल्ली और मुंबई दोनो जगह मुगल शाशन स्थापित हो चुका है, वहा केजरु-उल-हक हसन बेशर्म यहा उढु-उल-हक हसन फ़ुटे कर्म.😂😂😂",1,hi
थू है नशेडिवुड के शिखंडियो.. दिशा का चार लोगों ने बलात्कार किया उसके बाद एक बड़े नेता का बॉडीगार्ड सहित चार लोग मिलकर उसके हाथ पैर पकड़कर उसे 14 मंजिल से नीचे फेंक दिया : चश्मदीद एक बॉलीवुड की बेटी के साथ इतनी बर्बरता हुई लेकिन कोई कमीना भांड मुहं नही खोल रहा है.. बेशर्म थू,1,hi
UPA सरकार में भारत की अर्थव्यवस्था तेज भागने वाली दुनिया में तीसरी थी और अब ये 35वें स्थान पर पहुंच गई है। भक्त मस्त!,0,hi
भारत चीन तनाव के बीच विदेश मंत्री एस जयशंकर और रक्षामंत्री राजनाथ सिंह लेंगे SCO बैठक में हिस्सा,0,hi
अब ये पाकिस्तानी कुतिया भी बोलने लगी देखने मे एकदम पक्का आवारा और बेस्या छक्का लग रही है,1,hi
"जिन सुअरो ने जाकर उस मंदिर में पत्थरबाजी की थी वह कहां है इनकी मां के जने है कहां वह सूअर के बच्चे और यह कौन है नौकरी चाहिए अबे हरामखोर ओ नौकरी नहीं रहेगा तो जाकर किसी का मंदिर तोड़ोगे क्या सूअर कहीं के और जिहादी सालों तुम्हारे ना पिछवाड़े में डालेंगे ,सुअर कौम और सुअर सोच",1,hi
"जिस रोड पर पुलिया के नीचे आईईडी पाया गया, उस मार्ग से आवागमन बंद कराकर सुरक्षा बलों ने सर्च ऑपरेशन शुरू कर दिया है JammuAndKashmir",0,hi
धर्म परिवर्तन करके शादी या निकाह से जुड़े मामले की जांच एसआईटी करेगी। UttarPradesh Kanpur,0,hi
